1	2
2	2
3	2
4	5
5	4
6	3
7	4
8	5
9	1
11	1
12	2
13	7
14	3
15	3
16	1
16400	1
17	5
18	3
19	3
20	2
16404	1
21	4
16405	1
22	4
23	4
24	1
25	1
26	3
27	4
29	3
30	1
31	1
32	3
34	2
35	2
36	1
37	3
38	3
16422	1
39	3
40	1
41	3
43	6
46	1
47	5
48	5
49	3
50	4
51	3
53	2
54	4
55	2
56	2
57	3
58	4
59	3
60	2
61	6
62	6
63	3
64	7
65	2
66	1
67	4
68	4
69	3
70	6
71	6
72	3
74	7
16458	1
75	3
76	3
77	2
78	4
79	5
80	1
81	5
83	5
84	2
85	2
86	1
87	3
88	2
89	4
90	3
16474	1
91	6
16475	1
92	5
93	2
94	3
95	1
96	1
97	8
98	4
99	1
100	3
101	4
102	1
103	4
104	3
105	3
106	2
107	1
108	6
109	3
111	2
112	6
113	5
114	3
115	1
116	6
117	4
118	8
119	4
120	2
121	4
122	12
123	3
124	4
125	3
126	5
127	3
128	1
129	6
16513	1
130	5
131	5
16515	1
132	6
133	9
134	3
135	5
136	5
137	6
138	3
139	1
140	6
141	6
142	6
143	2
144	8
145	3
146	4
147	4
148	5
149	6
16533	1
150	5
151	7
152	4
153	6
154	6
155	5
156	3
157	4
158	2
16542	1
159	2
160	7
161	5
162	5
163	5
164	5
165	3
166	3
167	5
168	5
169	5
170	4
171	1
172	5
173	5
174	4
175	6
176	5
177	2
178	5
179	3
180	4
181	6
182	5
16566	1
183	5
184	4
185	9
186	6
187	6
188	3
189	3
190	2
191	4
192	4
16576	1
193	5
195	3
196	2
197	4
198	2
199	5
200	2
201	5
202	5
203	6
204	4
205	1
206	8
207	6
208	3
209	3
210	3
211	2
212	3
213	5
214	7
215	3
216	4
217	3
218	4
219	3
220	8
221	5
222	3
223	3
224	3
225	8
226	5
227	5
228	5
229	4
230	5
231	3
232	4
233	3
234	2
235	3
16619	1
236	3
237	6
16621	1
238	1
239	6
240	6
241	10
242	5
243	5
244	3
245	8
16629	1
246	5
247	4
249	5
250	5
251	3
252	2
253	6
254	2
255	7
256	6
257	4
258	3
259	3
260	8
261	3
